	sents	ner_seq	entities	num_entities	num_tokens	prompts	empty_prompts
1647	This study describes neuropsychiatric side effects in patients after treatment with mefloquine .	O O O O O O O O O O O B O	['mefloquine']	1	5	"Sentence: This study describes neuropsychiatric side effects in patients after treatment with mefloquine .
Drugs: mefloquine"	"Sentence: This study describes neuropsychiatric side effects in patients after treatment with mefloquine .
Drugs:"
1648	Reactions consisted mainly of seizures , acute psychoses , anxiety neurosis , and major disturbances of sleep - wake rhythm .	O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Reactions consisted mainly of seizures , acute psychoses , anxiety neurosis , and major disturbances of sleep - wake rhythm .
Drugs: "	"Sentence: Reactions consisted mainly of seizures , acute psychoses , anxiety neurosis , and major disturbances of sleep - wake rhythm .
Drugs:"
1649	Side effects occurred after both therapeutic and prophylactic intake and were graded from moderate to severe .	O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Side effects occurred after both therapeutic and prophylactic intake and were graded from moderate to severe .
Drugs: "	"Sentence: Side effects occurred after both therapeutic and prophylactic intake and were graded from moderate to severe .
Drugs:"
1650	In a risk analysis of neuropsychiatric side effects in Germany , it is estimated that one of 8 , 000 mefloquine users suffers from such reactions .	O O O O O O O O O O O O O O O O O O O O B O O O O O O	['mefloquine']	1	5	"Sentence: In a risk analysis of neuropsychiatric side effects in Germany , it is estimated that one of 8 , 000 mefloquine users suffers from such reactions .
Drugs: mefloquine"	"Sentence: In a risk analysis of neuropsychiatric side effects in Germany , it is estimated that one of 8 , 000 mefloquine users suffers from such reactions .
Drugs:"
1651	The incidence calculation revealed that one of 215 therapeutic users had reactions , compared with one of 13 , 000 in the prophylaxis group , making the risk of neuropsychiatric reactions after mefloquine treatment 60 times higher than after prophylaxis .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O	['mefloquine']	1	5	"Sentence: The incidence calculation revealed that one of 215 therapeutic users had reactions , compared with one of 13 , 000 in the prophylaxis group , making the risk of neuropsychiatric reactions after mefloquine treatment 60 times higher than after prophylaxis .
Drugs: mefloquine"	"Sentence: The incidence calculation revealed that one of 215 therapeutic users had reactions , compared with one of 13 , 000 in the prophylaxis group , making the risk of neuropsychiatric reactions after mefloquine treatment 60 times higher than after prophylaxis .
Drugs:"
1652	Therefore , certain limitations for malaria prophylaxis and treatment with mefloquine are recommended .	O O O O O O O O O O B O O O	['mefloquine']	1	5	"Sentence: Therefore , certain limitations for malaria prophylaxis and treatment with mefloquine are recommended .
Drugs: mefloquine"	"Sentence: Therefore , certain limitations for malaria prophylaxis and treatment with mefloquine are recommended .
Drugs:"
1653	Reduction in injection pain using buffered lidocaine as a local anesthetic before cardiac catheterization .	O O O O O O B O O O O O O O O	['lidocaine']	1	4	"Sentence: Reduction in injection pain using buffered lidocaine as a local anesthetic before cardiac catheterization .
Drugs: lidocaine"	"Sentence: Reduction in injection pain using buffered lidocaine as a local anesthetic before cardiac catheterization .
Drugs:"
1654	Previous reports have suggested that pain associated with the injection of lidocaine is related to the acidic pH of the solution .	O O O O O O O O O O O B O O O O O O O O O O	['lidocaine']	1	4	"Sentence: Previous reports have suggested that pain associated with the injection of lidocaine is related to the acidic pH of the solution .
Drugs: lidocaine"	"Sentence: Previous reports have suggested that pain associated with the injection of lidocaine is related to the acidic pH of the solution .
Drugs:"
1655	To determine if the addition of a buffering solution to adjust the pH of lidocaine into the physiologic range would reduce pain during injection , we performed a blinded randomized study in patients undergoing cardiac catheterization .	O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O	['lidocaine']	1	4	"Sentence: To determine if the addition of a buffering solution to adjust the pH of lidocaine into the physiologic range would reduce pain during injection , we performed a blinded randomized study in patients undergoing cardiac catheterization .
Drugs: lidocaine"	"Sentence: To determine if the addition of a buffering solution to adjust the pH of lidocaine into the physiologic range would reduce pain during injection , we performed a blinded randomized study in patients undergoing cardiac catheterization .
Drugs:"
1656	Twenty patients were asked to quantify the severity of pain after receiving standard lidocaine in one femoral area and buffered lidocaine in the opposite femoral area .	O O O O O O O O O O O O O B O O O O O O B O O O O O O	['lidocaine']	1	4	"Sentence: Twenty patients were asked to quantify the severity of pain after receiving standard lidocaine in one femoral area and buffered lidocaine in the opposite femoral area .
Drugs: lidocaine"	"Sentence: Twenty patients were asked to quantify the severity of pain after receiving standard lidocaine in one femoral area and buffered lidocaine in the opposite femoral area .
Drugs:"
1657	The mean pain score for buffered lidocaine was significantly lower than the mean score for standard lidocaine ( 2 . 7 + / - 1 . 9 vs . 3 . 8 + / - 2 . 2 , P = 0 . 03 ) .	O O O O O O B O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['lidocaine']	1	4	"Sentence: The mean pain score for buffered lidocaine was significantly lower than the mean score for standard lidocaine ( 2 . 7 + / - 1 . 9 vs . 3 . 8 + / - 2 . 2 , P = 0 . 03 ) .
Drugs: lidocaine"	"Sentence: The mean pain score for buffered lidocaine was significantly lower than the mean score for standard lidocaine ( 2 . 7 + / - 1 . 9 vs . 3 . 8 + / - 2 . 2 , P = 0 . 03 ) .
Drugs:"
1658	The pH adjustment of standard lidocaine can be accomplished easily in the catheterization laboratory before injection and results in a reduction of the pain occurring during the infiltration of tissues .	O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O	['lidocaine']	1	4	"Sentence: The pH adjustment of standard lidocaine can be accomplished easily in the catheterization laboratory before injection and results in a reduction of the pain occurring during the infiltration of tissues .
Drugs: lidocaine"	"Sentence: The pH adjustment of standard lidocaine can be accomplished easily in the catheterization laboratory before injection and results in a reduction of the pain occurring during the infiltration of tissues .
Drugs:"
1659	Randomized , double - blind trial of mazindol in Duchenne dystrophy .	O O O O O O O B O O O O	['mazindol']	1	4	"Sentence: Randomized , double - blind trial of mazindol in Duchenne dystrophy .
Drugs: mazindol"	"Sentence: Randomized , double - blind trial of mazindol in Duchenne dystrophy .
Drugs:"
1660	There is evidence that growth hormone may be related to the progression of weakness in Duchenne dystrophy .	O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: There is evidence that growth hormone may be related to the progression of weakness in Duchenne dystrophy .
Drugs: "	"Sentence: There is evidence that growth hormone may be related to the progression of weakness in Duchenne dystrophy .
Drugs:"
1661	We conducted a 12 - month controlled trial of mazindol , a putative growth hormone secretion inhibitor , in 83 boys with Duchenne dystrophy .	O O O O O O O O O B O O O O O O O O O O O O O O O	['mazindol']	1	4	"Sentence: We conducted a 12 - month controlled trial of mazindol , a putative growth hormone secretion inhibitor , in 83 boys with Duchenne dystrophy .
Drugs: mazindol"	"Sentence: We conducted a 12 - month controlled trial of mazindol , a putative growth hormone secretion inhibitor , in 83 boys with Duchenne dystrophy .
Drugs:"
1662	Muscle strength , contractures , functional ability and pulmonary function were tested at baseline , and 6 and 12 months after treatment with mazindol ( 3 mg / d ) or placebo .	O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O	['mazindol']	1	4	"Sentence: Muscle strength , contractures , functional ability and pulmonary function were tested at baseline , and 6 and 12 months after treatment with mazindol ( 3 mg / d ) or placebo .
Drugs: mazindol"	"Sentence: Muscle strength , contractures , functional ability and pulmonary function were tested at baseline , and 6 and 12 months after treatment with mazindol ( 3 mg / d ) or placebo .
Drugs:"
1663	The study was designed to have a power of greater than 0 . 90 to detect a slowing to 25 % of the expected rate of progression of weakness at P less than 0 . 05 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The study was designed to have a power of greater than 0 . 90 to detect a slowing to 25 % of the expected rate of progression of weakness at P less than 0 . 05 .
Drugs: "	"Sentence: The study was designed to have a power of greater than 0 . 90 to detect a slowing to 25 % of the expected rate of progression of weakness at P less than 0 . 05 .
Drugs:"
1664	Mazindol did not benefit strength at any point in the study .	B O O O O O O O O O O O	['mazindol']	1	4	"Sentence: Mazindol did not benefit strength at any point in the study .
Drugs: mazindol"	"Sentence: Mazindol did not benefit strength at any point in the study .
Drugs:"
1665	Side effects attributable to mazindol included decreased appetite ( 36 % ) , dry mouth ( 10 % ) , behavioral change ( 22 % ) , and gastrointestinal symptoms ( 18 % ) ; mazindol dosage was reduced in 43 % of patients .	O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O	['mazindol']	1	4	"Sentence: Side effects attributable to mazindol included decreased appetite ( 36 % ) , dry mouth ( 10 % ) , behavioral change ( 22 % ) , and gastrointestinal symptoms ( 18 % ) ; mazindol dosage was reduced in 43 % of patients .
Drugs: mazindol"	"Sentence: Side effects attributable to mazindol included decreased appetite ( 36 % ) , dry mouth ( 10 % ) , behavioral change ( 22 % ) , and gastrointestinal symptoms ( 18 % ) ; mazindol dosage was reduced in 43 % of patients .
Drugs:"
1666	The effect of mazindol on GH secretion was estimated indirectly by comparing the postabsorptive IGF - I levels obtained following 3 , 6 , 9 , and 12 months in the mazindol treated to those in the placebo groups .	O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O	['mazindol']	1	4	"Sentence: The effect of mazindol on GH secretion was estimated indirectly by comparing the postabsorptive IGF - I levels obtained following 3 , 6 , 9 , and 12 months in the mazindol treated to those in the placebo groups .
Drugs: mazindol"	"Sentence: The effect of mazindol on GH secretion was estimated indirectly by comparing the postabsorptive IGF - I levels obtained following 3 , 6 , 9 , and 12 months in the mazindol treated to those in the placebo groups .
Drugs:"
1667	Although mazindol - treated patients gained less weight and height than placebo - treated patients , no significant effect on IGF - I levels was observed .	O B O O O O O O O O O O O O O O O O O O O O O O O O O	['mazindol']	1	4	"Sentence: Although mazindol - treated patients gained less weight and height than placebo - treated patients , no significant effect on IGF - I levels was observed .
Drugs: mazindol"	"Sentence: Although mazindol - treated patients gained less weight and height than placebo - treated patients , no significant effect on IGF - I levels was observed .
Drugs:"
1668	Mazindol doses not slow the progression of weakness in Duchenne dystrophy .	B O O O O O O O O O O O	['mazindol']	1	4	"Sentence: Mazindol doses not slow the progression of weakness in Duchenne dystrophy .
Drugs: mazindol"	"Sentence: Mazindol doses not slow the progression of weakness in Duchenne dystrophy .
Drugs:"
1669	Pentoxifylline ( Trental ) does not inhibit dipyridamole - induced coronary hyperemia : implications for dipyridamole - thallium - 201 myocardial imaging .	B O B O O O O B O O O O O O O B O B O O O O O	['pentoxifylline', 'dipyridamole', 'thallium', 'trental']	4	19	"Sentence: Pentoxifylline ( Trental ) does not inhibit dipyridamole - induced coronary hyperemia : implications for dipyridamole - thallium - 201 myocardial imaging .
Drugs: pentoxifylline, dipyridamole, thallium, trental"	"Sentence: Pentoxifylline ( Trental ) does not inhibit dipyridamole - induced coronary hyperemia : implications for dipyridamole - thallium - 201 myocardial imaging .
Drugs:"
1670	Dipyridamole - thallium - 201 imaging is often performed in patients unable to exercise because of peripheral vascular disease .	B O B O O O O O O O O O O O O O O O O O	['thallium', 'dipyridamole']	2	9	"Sentence: Dipyridamole - thallium - 201 imaging is often performed in patients unable to exercise because of peripheral vascular disease .
Drugs: thallium, dipyridamole"	"Sentence: Dipyridamole - thallium - 201 imaging is often performed in patients unable to exercise because of peripheral vascular disease .
Drugs:"
1671	Many of these patients are taking pentoxifylline ( Trental ) , a methylxanthine derivative which may improve intermittent claudication .	O O O O O O B O B O O O B O O O O O O O	['pentoxifylline', 'methylxanthine', 'trental']	3	14	"Sentence: Many of these patients are taking pentoxifylline ( Trental ) , a methylxanthine derivative which may improve intermittent claudication .
Drugs: pentoxifylline, methylxanthine, trental"	"Sentence: Many of these patients are taking pentoxifylline ( Trental ) , a methylxanthine derivative which may improve intermittent claudication .
Drugs:"
1672	Whether pentoxifylline inhibits dipyridamole - induced coronary hyperemia like other methylxanthines such as theophylline and should be stopped prior to dipyridamole - thallium - 201 imaging is unknown .	O B O B O O O O O O B O O B O O O O O O B O B O O O O O O	['dipyridamole', 'theophylline', 'methylxanthines', 'thallium', 'pentoxifylline']	5	26	"Sentence: Whether pentoxifylline inhibits dipyridamole - induced coronary hyperemia like other methylxanthines such as theophylline and should be stopped prior to dipyridamole - thallium - 201 imaging is unknown .
Drugs: dipyridamole, theophylline, methylxanthines, thallium, pentoxifylline"	"Sentence: Whether pentoxifylline inhibits dipyridamole - induced coronary hyperemia like other methylxanthines such as theophylline and should be stopped prior to dipyridamole - thallium - 201 imaging is unknown .
Drugs:"
1673	Therefore , we studied the hyperemic response to dipyridamole in seven open - chest anesthetized dogs after pretreatment with either pentoxifylline ( 0 , 7 . 5 , or 15 mg / kg i . v . ) or theophylline ( 3 mg / kg i . v . ) .	O O O O O O O O B O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O	['theophylline', 'pentoxifylline', 'dipyridamole']	3	16	"Sentence: Therefore , we studied the hyperemic response to dipyridamole in seven open - chest anesthetized dogs after pretreatment with either pentoxifylline ( 0 , 7 . 5 , or 15 mg / kg i . v . ) or theophylline ( 3 mg / kg i . v . ) .
Drugs: theophylline, pentoxifylline, dipyridamole"	"Sentence: Therefore , we studied the hyperemic response to dipyridamole in seven open - chest anesthetized dogs after pretreatment with either pentoxifylline ( 0 , 7 . 5 , or 15 mg / kg i . v . ) or theophylline ( 3 mg / kg i . v . ) .
Drugs:"
1674	Baseline circumflex coronary blood flows did not differ significantly among treatment groups .	O O O O O O O O O O O O O	[]	0	0	"Sentence: Baseline circumflex coronary blood flows did not differ significantly among treatment groups .
Drugs: "	"Sentence: Baseline circumflex coronary blood flows did not differ significantly among treatment groups .
Drugs:"
1675	Dipyridamole significantly increased coronary blood flow before and after 7 . 5 or 15 mm / kg	B O O O O O O O O O O O O O O O O	['dipyridamole']	1	6	"Sentence: Dipyridamole significantly increased coronary blood flow before and after 7 . 5 or 15 mm / kg
Drugs: dipyridamole"	"Sentence: Dipyridamole significantly increased coronary blood flow before and after 7 . 5 or 15 mm / kg
Drugs:"
1676	i . v .	O O O O	[]	0	0	"Sentence: i . v .
Drugs: "	"Sentence: i . v .
Drugs:"
1677	pentoxifylline ( p less than 0 . 002 ) .	B O O O O O O O O O	['pentoxifylline']	1	5	"Sentence: pentoxifylline ( p less than 0 . 002 ) .
Drugs: pentoxifylline"	"Sentence: pentoxifylline ( p less than 0 . 002 ) .
Drugs:"
1678	Neither dose of pentoxifylline significantly decreased the dipyridamole - induced hyperemia , while peak coronary blood flow was significantly lower after theophylline ( p less than 0 . 01 ) .	O O O B O O O B O O O O O O O O O O O O O B O O O O O O O O O	['theophylline', 'pentoxifylline', 'dipyridamole']	3	16	"Sentence: Neither dose of pentoxifylline significantly decreased the dipyridamole - induced hyperemia , while peak coronary blood flow was significantly lower after theophylline ( p less than 0 . 01 ) .
Drugs: theophylline, pentoxifylline, dipyridamole"	"Sentence: Neither dose of pentoxifylline significantly decreased the dipyridamole - induced hyperemia , while peak coronary blood flow was significantly lower after theophylline ( p less than 0 . 01 ) .
Drugs:"
1679	We conclude that pentoxyifylline does not inhibit dipyridamole - induced coronary hyperemia even at high doses .	O O O B O O O B O O O O O O O O O	['pentoxyifylline', 'dipyridamole']	2	11	"Sentence: We conclude that pentoxyifylline does not inhibit dipyridamole - induced coronary hyperemia even at high doses .
Drugs: pentoxyifylline, dipyridamole"	"Sentence: We conclude that pentoxyifylline does not inhibit dipyridamole - induced coronary hyperemia even at high doses .
Drugs:"
1680	Cause of death among patients with Parkinson 's disease : a rare mortality due to cerebral haemorrhage .	O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Cause of death among patients with Parkinson 's disease : a rare mortality due to cerebral haemorrhage .
Drugs: "	"Sentence: Cause of death among patients with Parkinson 's disease : a rare mortality due to cerebral haemorrhage .
Drugs:"
1681	Causes of death , with special reference to cerebral haemorrhage , among 240 patients with pathologically verified Parkinson 's disease were investigated using the Annuals of the Pathological Autopsy Cases in Japan from 1981 to 1985 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Causes of death , with special reference to cerebral haemorrhage , among 240 patients with pathologically verified Parkinson 's disease were investigated using the Annuals of the Pathological Autopsy Cases in Japan from 1981 to 1985 .
Drugs: "	"Sentence: Causes of death , with special reference to cerebral haemorrhage , among 240 patients with pathologically verified Parkinson 's disease were investigated using the Annuals of the Pathological Autopsy Cases in Japan from 1981 to 1985 .
Drugs:"
1682	The leading causes of death were pneumonia and bronchitis ( 44 . 1 % ) , malignant neoplasms ( 11 . 6 % ) , heart diseases ( 4 . 1 % ) , cerebral infarction ( 3 . 7 % ) and septicaemia ( 3 . 3 % ) .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: The leading causes of death were pneumonia and bronchitis ( 44 . 1 % ) , malignant neoplasms ( 11 . 6 % ) , heart diseases ( 4 . 1 % ) , cerebral infarction ( 3 . 7 % ) and septicaemia ( 3 . 3 % ) .
Drugs: "	"Sentence: The leading causes of death were pneumonia and bronchitis ( 44 . 1 % ) , malignant neoplasms ( 11 . 6 % ) , heart diseases ( 4 . 1 % ) , cerebral infarction ( 3 . 7 % ) and septicaemia ( 3 . 3 % ) .
Drugs:"
1683	Cerebral haemorrhage was the 11th most frequent cause of death , accounting for only 0 . 8 % of deaths among the patients , whereas it was the 5th most common cause of death among the Japanese general population in 1985 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Cerebral haemorrhage was the 11th most frequent cause of death , accounting for only 0 . 8 % of deaths among the patients , whereas it was the 5th most common cause of death among the Japanese general population in 1985 .
Drugs: "	"Sentence: Cerebral haemorrhage was the 11th most frequent cause of death , accounting for only 0 . 8 % of deaths among the patients , whereas it was the 5th most common cause of death among the Japanese general population in 1985 .
Drugs:"
1684	The low incidence of cerebral haemorrhage as a cause of death in patients with Parkinson 's disease may reflect the hypotensive effect of levodopa and a hypotensive mechanism due to reduced noradrenaline levels in the parkinsonian brain .	O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O B O O O O O O	['levodopa', 'noradrenaline']	2	8	"Sentence: The low incidence of cerebral haemorrhage as a cause of death in patients with Parkinson 's disease may reflect the hypotensive effect of levodopa and a hypotensive mechanism due to reduced noradrenaline levels in the parkinsonian brain .
Drugs: levodopa, noradrenaline"	"Sentence: The low incidence of cerebral haemorrhage as a cause of death in patients with Parkinson 's disease may reflect the hypotensive effect of levodopa and a hypotensive mechanism due to reduced noradrenaline levels in the parkinsonian brain .
Drugs:"
1685	Tolerance and antiviral effect of ribavirin in patients with Argentine hemorrhagic fever .	O O O O O B O O O O O O O	['ribavirin']	1	3	"Sentence: Tolerance and antiviral effect of ribavirin in patients with Argentine hemorrhagic fever .
Drugs: ribavirin"	"Sentence: Tolerance and antiviral effect of ribavirin in patients with Argentine hemorrhagic fever .
Drugs:"
1686	Tolerance and antiviral effect of ribavirin was studied in 6 patients with Argentine hemorrhagic fever ( AHF ) of more than 8 days of evolution .	O O O O O B O O O O O O O O O O O O O O O O O O O O	['ribavirin']	1	3	"Sentence: Tolerance and antiviral effect of ribavirin was studied in 6 patients with Argentine hemorrhagic fever ( AHF ) of more than 8 days of evolution .
Drugs: ribavirin"	"Sentence: Tolerance and antiviral effect of ribavirin was studied in 6 patients with Argentine hemorrhagic fever ( AHF ) of more than 8 days of evolution .
Drugs:"
1687	Administration of ribavirin resulted in a neutralization of viremia and a drop of endogenous interferon titers .	O O B O O O O O O O O O O O O O O	['ribavirin']	1	3	"Sentence: Administration of ribavirin resulted in a neutralization of viremia and a drop of endogenous interferon titers .
Drugs: ribavirin"	"Sentence: Administration of ribavirin resulted in a neutralization of viremia and a drop of endogenous interferon titers .
Drugs:"
1688	The average time of death was delayed .	O O O O O O O O	[]	0	0	"Sentence: The average time of death was delayed .
Drugs: "	"Sentence: The average time of death was delayed .
Drugs:"
1689	A reversible anemia was the only adverse effect observed .	O O O O O O O O O O	[]	0	0	"Sentence: A reversible anemia was the only adverse effect observed .
Drugs: "	"Sentence: A reversible anemia was the only adverse effect observed .
Drugs:"
1690	From these results , we conclude that ribavirin has an antiviral effect in advanced cases of AHF , and that anemia , the only secondary reaction observed , can be easily managed .	O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O	['ribavirin']	1	3	"Sentence: From these results , we conclude that ribavirin has an antiviral effect in advanced cases of AHF , and that anemia , the only secondary reaction observed , can be easily managed .
Drugs: ribavirin"	"Sentence: From these results , we conclude that ribavirin has an antiviral effect in advanced cases of AHF , and that anemia , the only secondary reaction observed , can be easily managed .
Drugs:"
1691	The possible beneficial effect of ribavirin during the initial days of AHF is discussed .	O O O O O B O O O O O O O O O	['ribavirin']	1	3	"Sentence: The possible beneficial effect of ribavirin during the initial days of AHF is discussed .
Drugs: ribavirin"	"Sentence: The possible beneficial effect of ribavirin during the initial days of AHF is discussed .
Drugs:"
1692	Dipyridamole - induced myocardial ischemia .	B O O O O O	['dipyridamole']	1	6	"Sentence: Dipyridamole - induced myocardial ischemia .
Drugs: dipyridamole"	"Sentence: Dipyridamole - induced myocardial ischemia .
Drugs:"
1693	Angina and ischemic electrocardiographic changes occurred after administration of oral dipyridamole in four patients awaiting urgent myocardial revascularization procedures .	O O O O O O O O O O B O O O O O O O O O	['dipyridamole']	1	6	"Sentence: Angina and ischemic electrocardiographic changes occurred after administration of oral dipyridamole in four patients awaiting urgent myocardial revascularization procedures .
Drugs: dipyridamole"	"Sentence: Angina and ischemic electrocardiographic changes occurred after administration of oral dipyridamole in four patients awaiting urgent myocardial revascularization procedures .
Drugs:"
1694	To our knowledge , this has not previously been reported as a side effect of preoperative dipyridamole therapy , although dipyridamole - induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease .	O O O O O O O O O O O O O O O O B O O O B O O O O O O O O O O O O O O O O O O	['dipyridamole']	1	6	"Sentence: To our knowledge , this has not previously been reported as a side effect of preoperative dipyridamole therapy , although dipyridamole - induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease .
Drugs: dipyridamole"	"Sentence: To our knowledge , this has not previously been reported as a side effect of preoperative dipyridamole therapy , although dipyridamole - induced myocardial ischemia has been demonstrated to occur in animals and humans with coronary artery disease .
Drugs:"
1695	"Epicardial coronary collateral vessels were demonstrated in all four patients ; a coronary "" steal "" phenomenon may be the mechanism of the dipyridamole - induced ischemia observed ."	O O O O O O O O O O O O O O O O O O O O O O O B O O O O O	['dipyridamole']	1	6	"Sentence: Epicardial coronary collateral vessels were demonstrated in all four patients ; a coronary "" steal "" phenomenon may be the mechanism of the dipyridamole - induced ischemia observed .
Drugs: dipyridamole"	"Sentence: Epicardial coronary collateral vessels were demonstrated in all four patients ; a coronary "" steal "" phenomenon may be the mechanism of the dipyridamole - induced ischemia observed .
Drugs:"
1696	Inhibition of immunoreactive corticotropin - releasing factor secretion into the hypophysial - portal circulation by delayed glucocorticoid feedback .	O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: Inhibition of immunoreactive corticotropin - releasing factor secretion into the hypophysial - portal circulation by delayed glucocorticoid feedback .
Drugs: "	"Sentence: Inhibition of immunoreactive corticotropin - releasing factor secretion into the hypophysial - portal circulation by delayed glucocorticoid feedback .
Drugs:"
1697	Nitroprusside - induced hypotension evokes ACTH secretion which is primarily mediated by enhanced secretion of immunoreactive corticotropin - releasing factor ( irCRF ) into the hypophysial - portal circulation .	B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	['nitroprusside']	1	5	"Sentence: Nitroprusside - induced hypotension evokes ACTH secretion which is primarily mediated by enhanced secretion of immunoreactive corticotropin - releasing factor ( irCRF ) into the hypophysial - portal circulation .
Drugs: nitroprusside"	"Sentence: Nitroprusside - induced hypotension evokes ACTH secretion which is primarily mediated by enhanced secretion of immunoreactive corticotropin - releasing factor ( irCRF ) into the hypophysial - portal circulation .
Drugs:"
1698	Portal plasma concentrations of neither arginine vasopressin nor oxytocin are significantly altered in this paradigm .	O O O O O B I O B O O O O O O O	['oxytocin', 'arginine vasopressin']	2	12	"Sentence: Portal plasma concentrations of neither arginine vasopressin nor oxytocin are significantly altered in this paradigm .
Drugs: oxytocin, arginine vasopressin"	"Sentence: Portal plasma concentrations of neither arginine vasopressin nor oxytocin are significantly altered in this paradigm .
Drugs:"
1699	Application of a delayed feedback signal , in the form of a 2 - h systemic corticosterone infusion in urethane - anesthetized rats with pharmacological blockade of glucocorticoid synthesis , is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested .	O O O O O O O O O O O O O O O O B O O B O O O O O O O O O O O O O O O O O O B I O B O O B O O O O	['oxytocin', 'arginine vasopressin', 'corticosterone', 'urethane']	4	20	"Sentence: Application of a delayed feedback signal , in the form of a 2 - h systemic corticosterone infusion in urethane - anesthetized rats with pharmacological blockade of glucocorticoid synthesis , is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested .
Drugs: oxytocin, arginine vasopressin, corticosterone, urethane"	"Sentence: Application of a delayed feedback signal , in the form of a 2 - h systemic corticosterone infusion in urethane - anesthetized rats with pharmacological blockade of glucocorticoid synthesis , is without effect on the resting secretion of arginine vasopressin and oxytocin at any corticosterone feedback dose tested .
Drugs:"
1700	Resting irCRF levels are suppressed only at the highest corticosterone infusion rate , which resulted in systemic corticosterone levels of 40 micrograms / dl .	O O O O O O O O O B O O O O O O O B O O O O O O O	['corticosterone']	1	4	"Sentence: Resting irCRF levels are suppressed only at the highest corticosterone infusion rate , which resulted in systemic corticosterone levels of 40 micrograms / dl .
Drugs: corticosterone"	"Sentence: Resting irCRF levels are suppressed only at the highest corticosterone infusion rate , which resulted in systemic corticosterone levels of 40 micrograms / dl .
Drugs:"
1701	Suppression of irCRF secretion in response to nitroprusside - induced hypotension is observed and occurs at a plasma corticosterone level between 8 - 12 micrograms / dl .	O O O O O O O B O O O O O O O O O O B O O O O O O O O O	['nitroprusside', 'corticosterone']	2	9	"Sentence: Suppression of irCRF secretion in response to nitroprusside - induced hypotension is observed and occurs at a plasma corticosterone level between 8 - 12 micrograms / dl .
Drugs: nitroprusside, corticosterone"	"Sentence: Suppression of irCRF secretion in response to nitroprusside - induced hypotension is observed and occurs at a plasma corticosterone level between 8 - 12 micrograms / dl .
Drugs:"
1702	These studies provide further evidence for a strong central component of the delayed feedback process which is mediated by modulation of irCRF release .	O O O O O O O O O O O O O O O O O O O O O O O O	[]	0	0	"Sentence: These studies provide further evidence for a strong central component of the delayed feedback process which is mediated by modulation of irCRF release .
Drugs: "	"Sentence: These studies provide further evidence for a strong central component of the delayed feedback process which is mediated by modulation of irCRF release .
Drugs:"
1703	Noradrenergic involvement in catalepsy induced by delta 9 - tetrahydrocannabinol .	O O O O O O B I I I O	['delta 9 - tetrahydrocannabinol']	1	10	"Sentence: Noradrenergic involvement in catalepsy induced by delta 9 - tetrahydrocannabinol .
Drugs: delta 9 - tetrahydrocannabinol"	"Sentence: Noradrenergic involvement in catalepsy induced by delta 9 - tetrahydrocannabinol .
Drugs:"
